time,x_real,y_real,SOC,power,rpm,mtr_temp
10555.00,14.94,0.39,47.23,-95.50,4758.75,115.31
10556.00,14.46,0.32,47.22,-96.00,4759.71,115.33
10557.00,14.61,0.04,47.22,-96.50,4760.68,115.35
10558.00,14.85,0.40,47.21,-97.00,4761.65,115.37
10559.00,14.49,0.17,47.21,-97.50,4762.62,115.38
10560.00,14.75,0.11,47.20,-98.00,4763.60,115.40
10561.00,14.41,0.24,47.20,-98.50,4764.59,115.42
10562.00,14.71,0.10,47.19,-99.00,4765.58,115.44
10563.00,14.67,0.12,47.19,-99.50,4766.57,115.46
10564.00,14.56,0.38,47.18,-100.00,4767.57,115.48
10565.00,14.64,0.38,47.18,-100.50,4768.58,115.50
10566.00,14.81,0.42,47.17,-101.00,4769.59,115.52
10567.00,14.41,0.33,47.17,-101.50,4770.60,115.54
10568.00,14.36,0.01,47.16,-102.00,4771.62,115.56
10569.00,14.71,0.26,47.16,-102.50,4772.65,115.59
10570.00,14.45,0.21,47.15,-103.00,4773.68,115.61
10571.00,14.65,0.19,47.15,-103.50,4774.71,115.63
10572.00,14.38,0.18,47.14,-104.00,4775.75,115.65
10573.00,14.68,0.40,47.14,-104.50,4776.80,115.67
10574.00,14.52,0.01,47.13,-105.00,4777.85,115.70
10575.00,14.32,0.08,47.13,-105.50,4778.90,115.72
10576.00,14.28,0.24,47.12,-106.00,4779.96,115.74
10577.00,14.63,0.34,47.12,-106.50,4781.03,115.77
10578.00,14.65,0.00,47.11,-107.00,4782.10,115.79
10579.00,14.35,0.50,47.11,-107.50,4783.17,115.81
10580.00,14.23,0.32,47.10,-108.00,4784.25,115.84
10581.00,14.31,0.45,47.10,-108.50,4785.34,115.86
10582.00,14.30,0.46,47.09,-109.00,4786.43,115.89
10583.00,14.48,0.12,47.09,-109.50,4787.52,115.91
10584.00,14.65,0.34,47.08,-110.00,4788.62,115.93
10585.00,14.55,0.42,47.08,-110.50,4789.73,115.96
10586.00,14.47,0.30,47.07,-111.00,4790.84,115.99
10587.00,14.23,0.10,47.07,-111.50,4791.95,116.01
10588.00,14.31,0.38,47.06,-112.00,4793.07,116.04
10589.00,14.44,0.04,47.06,-112.50,4794.20,116.06
10590.00,14.15,0.09,47.05,-113.00,4795.33,116.09
10591.00,14.23,0.28,47.05,-113.50,4796.46,116.12
10592.00,14.50,0.08,47.04,-114.00,4797.60,116.14
10593.00,14.26,0.15,47.04,-114.50,4798.75,116.17
10594.00,14.29,0.39,47.03,-115.00,4799.90,116.20
10595.00,14.31,0.22,47.03,-115.00,4801.05,116.23
10596.00,14.17,0.45,47.02,-115.00,4802.20,116.25
10597.00,14.24,0.41,47.02,-115.00,4803.35,116.28
10598.00,14.04,0.11,47.01,-115.00,4804.50,116.31
10599.00,14.04,0.36,47.01,-115.00,4805.65,116.34
10600.00,14.46,0.38,47.00,-115.00,4806.80,116.36
10601.00,14.32,0.18,47.00,-115.00,4807.95,116.39
10602.00,14.25,0.33,46.99,-115.00,4809.10,116.42
10603.00,14.17,0.39,46.99,-115.00,4810.25,116.45
10604.00,14.12,0.36,46.98,-115.00,4811.40,116.47
10605.00,14.16,0.37,46.98,-115.00,4812.55,116.50
10606.00,13.99,0.02,46.97,-115.00,4813.70,116.53
10607.00,14.06,0.37,46.97,-115.00,4814.85,116.56
10608.00,14.37,0.46,46.96,-115.00,4816.00,116.58
10609.00,14.03,0.10,46.96,-115.00,4817.15,116.61
10610.00,13.98,0.35,46.95,-115.00,4818.30,116.64
10611.00,13.91,0.09,46.95,-115.00,4819.45,116.67
10612.00,14.23,0.34,46.94,-115.00,4820.60,116.69
10613.00,13.95,0.13,46.94,-115.00,4821.75,116.72
10614.00,14.10,0.09,46.93,-115.00,4822.90,116.75
10615.00,14.29,0.20,46.93,-115.00,4824.05,116.78
10616.00,13.86,0.44,46.92,-115.00,4825.20,116.80
10617.00,14.33,0.35,46.92,-115.00,4826.35,116.83
10618.00,14.14,0.45,46.91,-115.00,4827.50,116.86
10619.00,13.84,0.49,46.91,-115.00,4828.65,116.89
10620.00,13.93,0.09,46.90,-115.00,4829.80,116.91
10621.00,14.27,0.18,46.90,-115.00,4830.95,116.94
10622.00,13.92,0.45,46.89,-115.00,4832.10,116.97
10623.00,13.84,0.40,46.89,-115.00,4833.25,117.00
10624.00,13.82,0.11,46.88,-115.00,4834.40,117.02
10625.00,14.23,0.35,46.88,-115.00,4835.55,117.05
10626.00,14.16,0.32,46.87,-115.00,4836.70,117.08
10627.00,13.74,0.03,46.87,-115.00,4837.85,117.11
10628.00,13.88,0.23,46.86,-115.00,4839.00,117.13
10629.00,13.79,0.03,46.86,-115.00,4840.15,117.16
10630.00,13.82,0.44,46.85,-115.00,4841.30,117.19
10631.00,13.92,0.28,46.85,-115.00,4842.45,117.22
10632.00,14.13,0.10,46.84,-115.00,4843.60,117.24
10633.00,13.95,0.40,46.84,-115.00,4844.75,117.27
10634.00,13.74,0.16,46.83,-115.00,4845.90,117.30
10635.00,13.85,0.15,46.83,-115.00,4847.05,117.33
10636.00,13.93,0.17,46.82,-115.00,4848.20,117.35
10637.00,13.75,0.38,46.82,-115.00,4849.35,117.38
10638.00,13.79,0.49,46.81,-115.00,4850.50,117.41
10639.00,13.66,0.09,46.81,-115.00,4851.65,117.44
10640.00,13.61,0.16,46.80,-115.00,4852.80,117.46
10641.00,13.62,0.39,46.80,-115.00,4853.95,117.49
10642.00,13.90,0.32,46.79,-115.00,4855.10,117.52
10643.00,13.79,0.32,46.79,-115.00,4856.25,117.55
10644.00,13.81,0.18,46.78,-115.00,4857.40,117.57
10645.00,13.79,0.49,46.78,-115.00,4858.55,117.60
10646.00,13.92,0.16,46.77,-115.00,4859.70,117.63
10647.00,13.57,0.42,46.77,-115.00,4860.85,117.66
10648.00,13.98,0.15,46.76,-115.00,4862.00,117.68
10649.00,13.68,0.20,46.76,-115.00,4863.15,117.71
10650.00,13.67,0.33,46.75,-115.00,4864.30,117.74
10651.00,13.81,0.17,46.75,-115.00,4865.45,117.77
10652.00,13.76,0.42,46.74,-115.00,4866.60,117.79
10653.00,13.81,0.14,46.74,-115.00,4867.75,117.82
10654.00,13.80,0.10,46.73,-115.00,4868.90,117.85
10655.00,13.62,0.44,46.73,-115.00,4870.05,117.88
10656.00,13.49,0.08,46.72,-115.00,4871.20,117.90
10657.00,13.58,0.50,46.72,-115.00,4872.35,117.93
10658.00,13.70,0.33,46.71,-115.00,4873.50,117.96
10659.00,13.60,0.14,46.71,-115.00,4874.65,117.99
10660.00,13.56,0.07,46.70,-115.00,4875.80,118.01
10661.00,13.59,0.45,46.70,-115.00,4876.95,118.04
10662.00,13.78,0.16,46.69,-115.00,4878.10,118.07
10663.00,13.70,0.27,46.69,-115.00,4879.25,118.10
10664.00,13.82,0.39,46.68,-115.00,4880.40,118.12
10665.00,13.82,0.28,46.68,-115.00,4881.55,118.15
10666.00,13.75,0.48,46.67,-115.00,4882.70,118.18
10667.00,13.55,0.20,46.67,-115.00,4883.85,118.21
10668.00,13.65,0.16,46.66,-115.00,4885.00,118.23
10669.00,13.57,0.41,46.66,-115.00,4886.15,118.26
10670.00,13.39,0.27,46.65,-115.00,4887.30,118.29
10671.00,13.54,0.32,46.65,-115.00,4888.45,118.32
10672.00,13.60,0.45,46.64,-115.00,4889.60,118.34
10673.00,13.36,0.45,46.64,-115.00,4890.75,118.37
10674.00,13.36,0.28,46.63,-115.00,4891.90,118.40
10675.00,13.40,0.48,46.63,-115.00,4893.05,118.43
10676.00,13.42,0.06,46.62,-115.00,4894.20,118.45
10677.00,13.60,0.48,46.62,-115.00,4895.35,118.48
10678.00,13.37,0.36,46.61,-115.00,4896.50,118.51
10679.00,13.58,0.02,46.61,-115.00,4897.65,118.54
10680.00,13.33,0.36,46.60,-115.00,4898.80,118.56
10681.00,13.69,0.04,46.60,-115.00,4899.95,118.59
10682.00,13.33,0.21,46.59,-115.00,4901.10,118.62
10683.00,13.46,0.27,46.59,-115.00,4902.25,118.65
10684.00,13.45,0.02,46.58,-115.00,4903.40,118.67
10685.00,13.43,0.39,46.58,-115.00,4904.55,118.70
10686.00,13.28,0.11,46.57,-115.00,4905.70,118.73
10687.00,13.37,0.35,46.57,-115.00,4906.85,118.76
10688.00,13.28,0.05,46.56,-115.00,4908.00,118.78
10689.00,13.49,0.41,46.56,-115.00,4909.15,118.81
10690.00,13.33,0.25,46.55,-115.00,4910.30,118.84
10691.00,13.29,0.49,46.55,-115.00,4911.45,118.87
10692.00,13.43,0.32,46.54,-115.00,4912.60,118.89
10693.00,13.09,0.15,46.54,-115.00,4913.75,118.92
10694.00,13.26,0.48,46.53,-115.00,4914.90,118.95
10695.00,13.20,0.31,46.53,-115.00,4916.05,118.98
10696.00,13.39,0.10,46.52,-115.00,4917.20,119.00
10697.00,13.31,0.14,46.52,-115.00,4918.35,119.03
10698.00,13.28,0.14,46.51,-115.00,4919.50,119.06
10699.00,13.39,0.36,46.51,-115.00,4920.65,119.09
10700.00,13.50,0.31,46.50,-115.00,4921.80,119.11
10701.00,13.39,0.12,46.50,-115.00,4922.95,119.14
10702.00,13.34,0.01,46.49,-115.00,4924.10,119.17
10703.00,13.35,0.32,46.49,-115.00,4925.25,119.20
10704.00,13.26,0.46,46.48,-115.00,4926.40,119.22
10705.00,13.35,0.26,46.48,-115.00,4927.55,119.25
10706.00,13.31,0.34,46.47,-115.00,4928.70,119.28
10707.00,13.39,0.35,46.47,-115.00,4929.85,119.31
10708.00,13.23,0.26,46.46,-115.00,4931.00,119.33
10709.00,13.16,0.36,46.46,-115.00,4932.15,119.36
10710.00,13.05,0.33,46.45,-115.00,4933.30,119.39
10711.00,13.21,0.24,46.45,-115.00,4934.45,119.42
10712.00,12.91,0.43,46.44,-115.00,4935.60,119.44
10713.00,13.00,0.40,46.44,-115.00,4936.75,119.47
10714.00,13.22,0.20,46.43,-115.00,4937.90,119.50
10715.00,13.29,0.33,46.43,-115.00,4939.05,119.53
10716.00,13.07,0.09,46.42,-115.00,4940.20,119.55
10717.00,13.17,0.23,46.42,-115.00,4941.35,119.58
10718.00,13.17,0.44,46.41,-115.00,4942.50,119.61
10719.00,13.18,0.27,46.41,-115.00,4943.65,119.64
10720.00,13.07,0.18,46.40,-115.00,4944.80,119.66
10721.00,12.95,0.29,46.40,-115.00,4945.95,119.69
10722.00,13.05,0.38,46.39,-115.00,4947.10,119.72
10723.00,12.80,0.33,46.39,-115.00,4948.25,119.75
10724.00,12.81,0.25,46.38,-115.00,4949.40,119.77
10725.00,13.09,0.43,46.38,-115.00,4950.55,119.80
10726.00,12.89,0.37,46.37,-115.00,4951.70,119.83
10727.00,12.81,0.24,46.37,-115.00,4952.85,119.86
10728.00,13.15,0.18,46.36,-115.00,4954.00,119.88
10729.00,13.07,0.49,46.36,-115.00,4955.15,119.91
10730.00,13.09,0.18,46.35,-115.00,4956.30,119.94
10731.00,13.16,0.22,46.35,-115.00,4957.45,119.97
10732.00,13.16,0.48,46.34,-115.00,4958.60,119.99
10733.00,12.72,0.25,46.34,-115.00,4959.75,120.02
10734.00,12.79,0.28,46.33,-115.00,4960.90,120.05
10735.00,13.06,0.17,46.33,-115.00,4962.05,120.08
10736.00,12.87,0.50,46.32,-115.00,4963.20,120.10
10737.00,13.13,0.25,46.32,-115.00,4964.35,120.13
10738.00,12.99,0.21,46.31,-115.00,4965.50,120.16
10739.00,12.92,0.41,46.31,-115.00,4966.65,120.19
10740.00,12.75,0.13,46.30,-115.00,4967.80,120.21
10741.00,12.67,0.21,46.30,-115.00,4968.95,120.24
10742.00,12.71,0.40,46.29,-115.00,4970.10,120.27
10743.00,13.05,0.00,46.29,-115.00,4971.25,120.30
10744.00,12.83,0.31,46.28,-115.00,4972.40,120.32
10745.00,12.85,0.23,46.28,-115.00,4973.55,120.35
10746.00,12.65,0.19,46.27,-115.00,4974.70,120.38
10747.00,12.59,0.49,46.27,-115.00,4975.85,120.41
10748.00,12.67,0.43,46.26,-115.00,4977.00,120.43
10749.00,12.88,0.33,46.26,-115.00,4978.15,120.46
10750.00,12.54,0.42,46.25,-115.00,4979.30,120.49
10751.00,12.77,0.43,46.25,-115.00,4980.45,120.52
10752.00,12.54,0.36,46.24,-115.00,4981.60,120.54
10753.00,12.51,0.32,46.24,-115.00,4982.75,120.57
10754.00,12.90,0.01,46.23,-115.00,4983.90,120.60
10755.00,12.48,0.45,46.23,-115.00,4985.05,120.63
10756.00,12.74,0.49,46.22,-115.00,4986.20,120.65
10757.00,12.60,0.19,46.22,-115.00,4987.35,120.68
10758.00,12.60,0.25,46.21,-115.00,4988.50,120.71
10759.00,12.49,0.49,46.21,-115.00,4989.65,120.74
10760.00,12.90,0.15,46.20,-115.00,4990.80,120.76
10761.00,12.75,0.18,46.20,-115.00,4991.95,120.79
10762.00,12.43,0.07,46.19,-115.00,4993.10,120.82
10763.00,12.76,0.20,46.19,-115.00,4994.25,120.85
10764.00,12.77,0.42,46.18,-115.00,4995.40,120.87
10765.00,12.77,0.14,46.18,-115.00,4996.55,120.90
10766.00,12.39,0.15,46.17,-115.00,4997.70,120.93
10767.00,12.75,0.05,46.17,-115.00,4998.85,120.96
10768.00,12.55,0.42,46.16,-115.00,5000.00,120.98
10769.00,12.78,0.37,46.16,-115.00,5001.15,121.01
10770.00,12.66,0.12,46.15,-115.00,5002.30,121.04
10771.00,12.64,0.13,46.15,-115.00,5003.45,121.07
10772.00,12.39,0.27,46.14,-115.00,5004.60,121.09
10773.00,12.70,0.32,46.14,-115.00,5005.75,121.12
10774.00,12.44,0.44,46.13,-115.00,5006.90,121.15
10775.00,12.50,0.44,46.13,-115.00,5008.05,121.18
10776.00,12.29,0.20,46.12,-115.00,5009.20,121.20
10777.00,12.62,0.12,46.12,-115.00,5010.35,121.23
10778.00,12.40,0.41,46.11,-115.00,5011.50,121.26
10779.00,12.43,0.32,46.11,-115.00,5012.65,121.29
10780.00,12.25,0.23,46.10,-115.00,5013.80,121.31
10781.00,12.45,0.19,46.10,-115.00,5014.95,121.34
10782.00,12.35,0.10,46.09,-115.00,5016.10,121.37
10783.00,12.45,0.44,46.09,-115.00,5017.25,121.40
10784.00,12.27,0.43,46.08,-115.00,5018.40,121.42
10785.00,12.54,0.28,46.08,-115.00,5019.55,121.45
10786.00,12.34,0.37,46.07,-115.00,5020.70,121.48
10787.00,12.17,0.29,46.07,-115.00,5021.85,121.51
10788.00,12.14,0.37,46.06,-115.00,5023.00,121.53
10789.00,12.21,0.19,46.06,-115.00,5024.15,121.56
10790.00,12.45,0.05,46.05,-115.00,5025.30,121.59
10791.00,12.27,0.26,46.05,-115.00,5026.45,121.62
10792.00,12.42,0.01,46.04,-115.00,5027.60,121.64
10793.00,12.36,0.04,46.04,-115.00,5028.75,121.67
10794.00,12.20,0.03,46.03,-115.00,5029.90,121.70
10795.00,12.25,0.23,46.03,-115.00,5031.05,121.73
10796.00,12.49,0.27,46.02,-115.00,5032.20,121.75
10797.00,12.09,0.28,46.02,-115.00,5033.35,121.78
10798.00,12.02,0.25,46.01,-115.00,5034.50,121.81
10799.00,12.03,0.03,46.01,-115.00,5035.65,121.84
10800.00,12.32,0.04,46.00,-115.00,5036.80,121.86
10801.00,12.44,0.21,46.00,-115.00,5037.95,121.89
10802.00,12.24,0.03,45.99,-115.00,5039.10,121.92
10803.00,12.28,0.06,45.99,-115.00,5040.25,121.95
10804.00,12.19,0.12,45.98,-115.00,5041.40,121.97
10805.00,12.11,0.01,45.98,-115.00,5042.55,122.00
10806.00,12.10,0.44,45.97,-115.00,5043.70,122.03
10807.00,11.98,0.26,45.97,-115.00,5044.85,122.06
10808.00,12.06,0.31,45.96,-115.00,5046.00,122.08
10809.00,12.38,0.47,45.96,-115.00,5047.15,122.11
10810.00,12.01,0.27,45.95,-115.00,5048.30,122.14
10811.00,12.13,0.09,45.95,-115.00,5049.45,122.17
10812.00,11.95,0.29,45.94,-115.00,5050.60,122.19
10813.00,11.90,0.23,45.94,-115.00,5051.75,122.22
10814.00,12.11,0.38,45.93,-115.00,5052.90,122.25
10815.00,12.05,0.30,45.93,-115.00,5054.05,122.28
10816.00,12.13,0.46,45.92,-115.00,5055.20,122.30
10817.00,12.20,0.17,45.92,-115.00,5056.35,122.33
10818.00,12.04,0.39,45.91,-115.00,5057.50,122.36
10819.00,12.18,0.30,45.91,-115.00,5058.65,122.39
10820.00,11.97,0.35,45.90,-115.00,5059.80,122.41
10821.00,12.13,0.48,45.90,-115.00,5060.95,122.44
10822.00,12.06,0.37,45.89,-115.00,5062.10,122.47
10823.00,12.01,0.26,45.89,-115.00,5063.25,122.50
10824.00,11.90,0.12,45.88,-115.00,5064.40,122.52
10825.00,12.08,0.12,45.88,-115.00,5065.55,122.55
10826.00,12.19,0.38,45.87,-115.00,5066.70,122.58
10827.00,11.90,0.35,45.87,-115.00,5067.85,122.61
10828.00,12.03,0.25,45.86,-115.00,5069.00,122.63
10829.00,11.91,0.12,45.86,-115.00,5070.15,122.66
10830.00,11.75,0.16,45.85,-115.00,5071.30,122.69
10831.00,12.15,0.27,45.85,-115.00,5072.45,122.72
10832.00,11.83,0.33,45.84,-115.00,5073.60,122.74
10833.00,11.83,0.12,45.84,-115.00,5074.75,122.77
10834.00,12.15,0.24,45.83,-115.00,5075.90,122.80
10835.00,12.09,0.09,45.83,-115.00,5077.05,122.83
10836.00,12.14,0.23,45.82,-115.00,5078.20,122.85
10837.00,11.65,0.38,45.82,-115.00,5079.35,122.88
10838.00,11.87,0.34,45.81,-115.00,5080.50,122.91
10839.00,11.85,0.31,45.81,-115.00,5081.65,122.94
10840.00,11.91,0.13,45.80,-115.00,5082.80,122.96
10841.00,11.81,0.46,45.80,-115.00,5083.95,122.99
10842.00,11.76,0.09,45.79,-115.00,5085.10,123.02
10843.00,11.72,0.36,45.79,-115.00,5086.25,123.05
10844.00,11.71,0.20,45.78,-115.00,5087.40,123.07
10845.00,11.58,0.34,45.78,-115.00,5088.55,123.10
10846.00,11.97,0.17,45.77,-115.00,5089.70,123.13
10847.00,11.57,0.22,45.77,-115.00,5090.85,123.16
10848.00,11.64,0.28,45.76,-115.00,5092.00,123.18
10849.00,11.99,0.34,45.76,-115.00,5093.15,123.21
10850.00,11.90,0.40,45.75,-115.00,5094.30,123.24
10851.00,11.75,0.34,45.75,-115.00,5095.45,123.27
10852.00,11.59,0.31,45.74,-115.00,5096.60,123.29
10853.00,11.52,0.37,45.74,-115.00,5097.75,123.32
10854.00,11.68,0.24,45.73,-115.00,5098.90,123.35
10855.00,11.51,0.40,45.73,-115.00,5100.05,123.38
10856.00,11.57,0.41,45.72,-115.00,5101.20,123.40
10857.00,11.79,0.42,45.72,-115.00,5102.35,123.43
10858.00,11.80,0.45,45.71,-115.00,5103.50,123.46
10859.00,11.52,0.11,45.71,-115.00,5104.65,123.49
10860.00,11.73,0.27,45.70,-115.00,5105.80,123.51
10861.00,11.47,0.32,45.70,-115.00,5106.95,123.54
10862.00,11.74,0.26,45.69,-115.00,5108.10,123.57
10863.00,11.80,0.24,45.69,-115.00,5109.25,123.60
10864.00,11.65,0.38,45.68,-115.00,5110.40,123.62
10865.00,11.84,0.46,45.68,-115.00,5111.55,123.65
10866.00,11.42,0.42,45.67,-115.00,5112.70,123.68
10867.00,11.42,0.43,45.67,-115.00,5113.85,123.71
10868.00,11.64,0.46,45.66,-115.00,5115.00,123.73
10869.00,11.63,0.31,45.66,-115.00,5116.15,123.76
10870.00,11.49,0.13,45.65,-115.00,5117.30,123.79
10871.00,11.61,0.10,45.65,-115.00,5118.45,123.82
10872.00,11.69,0.34,45.64,-115.00,5119.60,123.84
10873.00,11.56,0.26,45.64,-115.00,5120.75,123.87
10874.00,11.31,0.09,45.63,-115.00,5121.90,123.90
10875.00,11.57,0.01,45.63,-115.00,5123.05,123.93
10876.00,11.25,0.37,45.62,-115.00,5124.20,123.95
10877.00,11.38,0.34,45.62,-115.00,5125.35,123.98
10878.00,11.45,0.39,45.61,-115.00,5126.50,124.01
10879.00,11.65,0.13,45.61,-115.00,5127.65,124.04
10880.00,11.44,0.45,45.60,-115.00,5128.80,124.06
10881.00,11.62,0.28,45.60,-115.00,5129.95,124.09
10882.00,11.29,0.47,45.59,-115.00,5131.10,124.12
10883.00,11.64,0.26,45.59,-115.00,5132.25,124.15
10884.00,11.28,0.31,45.58,-115.00,5133.40,124.17
10885.00,11.48,0.26,45.58,-115.00,5134.55,124.20
10886.00,11.64,0.01,45.57,-115.00,5135.70,124.23
10887.00,11.51,0.09,45.57,-115.00,5136.85,124.26
10888.00,11.17,0.25,45.56,-115.00,5138.00,124.28
10889.00,11.46,0.27,45.56,-115.00,5139.15,124.31
10890.00,11.24,0.47,45.55,-115.00,5140.30,124.34
10891.00,11.12,0.07,45.55,-115.00,5141.45,124.37
10892.00,11.58,0.14,45.54,-115.00,5142.60,124.39
10893.00,11.42,0.02,45.54,-115.00,5143.75,124.42
10894.00,11.18,0.24,45.53,-115.00,5144.90,124.45
10895.00,11.45,0.46,45.53,-115.00,5146.05,124.48
10896.00,11.39,0.10,45.52,-115.00,5147.20,124.50
10897.00,11.26,0.18,45.52,-115.00,5148.35,124.53
10898.00,11.37,0.28,45.51,-115.00,5149.50,124.56
10899.00,11.49,0.48,45.51,-115.00,5150.65,124.59
10900.00,11.49,0.30,45.50,-115.00,5151.80,124.61
10901.00,11.01,0.36,45.50,-115.00,5152.95,124.64
10902.00,11.44,0.10,45.49,-115.00,5154.10,124.67
10903.00,11.19,0.28,45.49,-115.00,5155.25,124.70
10904.00,11.35,0.22,45.48,-115.00,5156.40,124.72
10905.00,11.09,0.36,45.48,-115.00,5157.55,124.75
10906.00,11.27,0.21,45.47,-115.00,5158.70,124.78
10907.00,10.94,0.23,45.47,-115.00,5159.85,124.81
10908.00,11.00,0.25,45.46,-115.00,5161.00,124.83
10909.00,11.17,0.39,45.46,-115.00,5162.15,124.86
10910.00,11.12,0.50,45.45,-115.00,5163.30,124.89
10911.00,10.93,0.17,45.45,-115.00,5164.45,124.92
10912.00,11.21,0.32,45.44,-115.00,5165.60,124.94
10913.00,10.96,0.14,45.44,-115.00,5166.75,124.97
10914.00,10.88,0.47,45.43,-115.00,5167.90,125.00
10915.00,11.16,0.23,45.43,-115.00,5169.05,125.03
10916.00,11.13,0.24,45.42,-115.00,5170.20,125.05
10917.00,11.06,0.06,45.42,-115.00,5171.35,125.08
10918.00,10.96,0.46,45.41,-115.00,5172.50,125.11
10919.00,11.28,0.25,45.41,-115.00,5173.65,125.14
10920.00,11.12,0.33,45.40,-115.00,5174.80,125.16
10921.00,10.93,0.15,45.40,-115.00,5175.95,125.19
10922.00,11.24,0.02,45.39,-115.00,5177.10,125.22
10923.00,10.90,0.40,45.39,-115.00,5178.25,125.25
10924.00,10.85,0.14,45.38,-115.00,5179.40,125.27
10925.00,11.21,0.27,45.38,-115.00,5180.55,125.30
10926.00,11.15,0.13,45.37,-115.00,5181.70,125.33
10927.00,11.00,0.18,45.37,-115.00,5182.85,125.36
10928.00,11.11,0.19,45.36,-115.00,5184.00,125.38
10929.00,11.13,0.38,45.36,-115.00,5185.15,125.41
10930.00,10.95,0.14,45.35,-115.00,5186.30,125.44
10931.00,10.76,0.46,45.35,-115.00,5187.45,125.47
10932.00,10.81,0.29,45.34,-115.00,5188.60,125.49
10933.00,10.94,0.02,45.34,-115.00,5189.75,125.52
10934.00,10.94,0.48,45.33,-115.00,5190.90,125.55
10935.00,10.69,0.18,45.33,-115.00,5192.05,125.58
10936.00,10.91,0.14,45.32,-115.00,5193.20,125.60
10937.00,10.90,0.17,45.32,-115.00,5194.35,125.63
10938.00,10.88,0.14,45.31,-115.00,5195.50,125.66
10939.00,10.70,0.11,45.31,-115.00,5196.65,125.69
10940.00,11.04,0.50,45.30,-115.00,5197.80,125.71
10941.00,10.86,0.18,45.30,-115.00,5198.95,125.74
10942.00,10.79,0.34,45.29,-115.00,5200.10,125.77
10943.00,10.68,0.44,45.29,-115.00,5201.25,125.80
10944.00,11.00,0.14,45.28,-115.00,5202.40,125.82
10945.00,10.65,0.02,45.28,-115.00,5203.55,125.85
10946.00,10.72,0.48,45.27,-115.00,5204.70,125.88
10947.00,10.56,0.01,45.27,-115.00,5205.85,125.91
10948.00,10.99,0.43,45.26,-115.00,5207.00,125.93
10949.00,10.98,0.35,45.26,-115.00,5208.15,125.96
10950.00,10.98,0.20,45.25,-115.00,5209.30,125.99
10951.00,10.72,0.27,45.25,-115.00,5210.45,126.02
10952.00,10.49,0.48,45.24,-115.00,5211.60,126.04
10953.00,10.81,0.27,45.24,-115.00,5212.75,126.07
10954.00,10.68,0.00,45.23,-115.00,5213.90,126.10
10955.00,10.75,0.20,45.23,-115.00,5215.05,126.13
10956.00,10.57,0.32,45.22,-115.00,5216.20,126.15
10957.00,10.90,0.33,45.22,-115.00,5217.35,126.18
10958.00,10.51,0.35,45.21,-115.00,5218.50,126.21
10959.00,10.85,0.41,45.21,-115.00,5219.65,126.24
10960.00,10.59,0.13,45.20,-115.00,5220.80,126.26
10961.00,10.68,0.36,45.20,-115.00,5221.95,126.29
10962.00,10.81,0.48,45.19,-115.00,5223.10,126.32
10963.00,10.56,0.11,45.19,-115.00,5224.25,126.35
10964.00,10.49,0.10,45.18,-115.00,5225.40,126.37
10965.00,10.61,0.10,45.18,-115.00,5226.55,126.40
10966.00,10.61,0.30,45.17,-115.00,5227.70,126.43
10967.00,10.78,0.45,45.17,-115.00,5228.85,126.46
10968.00,10.33,0.32,45.16,-115.00,5230.00,126.48
10969.00,10.38,0.18,45.16,-115.00,5231.15,126.51
10970.00,10.51,0.14,45.15,-115.00,5232.30,126.54
10971.00,10.47,0.49,45.15,-115.00,5233.45,126.57
10972.00,10.65,0.12,45.14,-115.00,5234.60,126.59
10973.00,10.29,0.31,45.14,-115.00,5235.75,126.62
10974.00,10.35,0.41,45.13,-115.00,5236.90,126.65
10975.00,10.62,0.13,45.13,-115.00,5238.05,126.68
10976.00,10.52,0.31,45.12,-115.00,5239.20,126.70
10977.00,10.34,0.35,45.12,-115.00,5240.35,126.73
10978.00,10.62,0.04,45.11,-115.00,5241.50,126.76
10979.00,10.63,0.14,45.11,-115.00,5242.65,126.79
10980.00,10.65,0.24,45.10,-115.00,5243.80,126.81
10981.00,10.54,0.06,45.10,-115.00,5244.95,126.84
10982.00,10.42,0.47,45.09,-115.00,5246.10,126.87
10983.00,10.31,0.04,45.09,-115.00,5247.25,126.90
10984.00,10.64,0.34,45.08,-115.00,5248.40,126.92
10985.00,10.43,0.46,45.08,-115.00,5249.55,126.95
10986.00,10.27,0.06,45.07,-115.00,5250.70,126.98
10987.00,10.26,0.43,45.07,-115.00,5251.85,127.01
10988.00,10.46,0.31,45.06,-115.00,5253.00,127.03
10989.00,10.17,0.41,45.06,-115.00,5254.15,127.06
10990.00,10.18,0.14,45.05,-115.00,5255.30,127.09
10991.00,10.51,0.16,45.05,-115.00,5256.45,127.12
10992.00,10.51,0.19,45.04,-115.00,5257.60,127.14
10993.00,10.37,0.32,45.04,-115.00,5258.75,127.17
10994.00,10.16,0.10,45.03,-115.00,5259.90,127.20
10995.00,10.44,0.22,45.03,-115.00,5261.05,127.23
10996.00,10.20,0.41,45.02,-115.00,5262.20,127.25
10997.00,10.04,0.20,45.02,-115.00,5263.35,127.28
10998.00,10.37,0.29,45.01,-115.00,5264.50,127.31
10999.00,10.11,0.29,45.01,-115.00,5265.65,127.34
11000.00,10.40,0.02,45.00,-115.00,5266.80,127.36
11001.00,10.27,0.02,45.00,-115.00,5267.95,127.39
11002.00,10.36,0.07,44.99,-115.00,5269.10,127.42
11003.00,9.99,0.29,44.99,-115.00,5270.25,127.45
11004.00,10.19,0.29,44.98,-115.00,5271.40,127.47
